name,id
Mahiga Community Aids Educators,JI0aJfC1Sft
Mahiga Plhiv Cbo,fP0omwgdOHc
Mahigaini Youth Cbo,M3D5JyYhOid
Mahindi Unit,xOFDJFTW0GU
Mahira Mwireri Cbo,VPZuSChEc8g
Mahu Youth Group,xzJpsd2ZxXv
Mahua Teachers Cbo,gsMfZnKaMo9
Maida Community  Based Organisation,rDaGmWIVMX6
Maiga Mothers Union Women Group,ZBcNFnbCz1y
Maigane Shg,ZWtJGjGkUIt
Maige Youth Group,mYaPzZffmSz
Maika Child And Family Development Group,iqKewB7zWds
Mailanja Kabuline shg,y40643pj2xo
Maili Saba Cbo,cqaE25RdUS5
Mairo-Inya Community Health Workers Cbo,c3l4twZJpPU
Maish Young Women,C3PXgzNfo90
Maisha Bora,rnnqHGWqXHx
Maisha Bora Support Group,WWUCNYZA0wO
Maisha Cbo,Ennel2Japyf
Maisha Development Trust,aG79IhA5mgC
Maisha Empowerment Initiatives,mjZDKXcPYdS
Maisha Htc Cbo (Cbo),HosvHE0JqZ2
Maisha International,DtkKJQq4WTD
Maisha Mapya Kaiti SHG,USgYFwuWTPN
Maisha Mapya Support Group,nk2FISLVC4i
Maisha Mpya women group,Srrb5Wy1sO6
Maisha Ni Magumu Support Group,LA6tsxzM2dC
Maisha Orphans And Widows Of Kisumu.,llYqBv4SZdj
Maisha Orphans and Widows of Kisumu.,Fc4jYMMaiAF
Maisha Self Help Group,QjrPFAKpAlc
Maisha Vct Counselors S.H.Group,SC0R5Vfs1Po
Maisha Youth Campaigners,zikA9qZ0rXs
Maitharui Community Health Workers,tXb4YjOWwxQ
Majabow Community Health Group,PwKftAWEQg2
Majaliwa Women Group,XS0oCZDMvnh
Majani Mingi Child Labour SHG,Y43A4Qbydgz
Majani Mingi Child Labour Shg,ORq0ZkACtCG
Majaoni Bamako Initiative,nAY1v846Dwe
Majaoni Youth Group,WG4BVLMRVE6
Majengo Artist Self Help Group,nnW5Av95weR
Majengo Cdc,FHL3zBFIbRq
Majengo Chw,dxxzubzkWiX
Majengo Community Health Based Organisation,JSaqs4fHFzT
Majengo Community Health Unit ,R0lHX0g5tyG
Majengo Plhiv Support Group,U0HVJLvprvv
Majengo women group,us15iRvpc2C
Maji Footbal Club,CuM4ZgBykAl
Majoreni Cbo,wLutppgzJqc
Maka Aids Fighters Cbo,aeuci3CWkrW
Maka Children Fund,qJ3WTlOSRy6
Maka childrens fund,Q4qElh4jEQY
Makaamaka S.H.G.,byHYKG5B0LQ
Makaburini Support Group,tf3JvVtOLIT
Makaburini Women Group,ml8cwzaOLSB
Makanda Sokoro Women Group,oc8e0cGNztd
Makao Youth Group,T2zUR3RMAYH
Make Me Smile,ElPyKcewrkX
Makena PLHIV SHG,cnO1z9tOP5h
Makhoma Support Group,IcT1DAYALYt
Makhonge Support Group,EotxEbVAtPC
Makhulo Hiv/Aids Shg,IygIyHsqIuu
Makima Community Health Workers S.H.G,cTlet2n7AxB
Makima Disabled S.H.G,uvEaYIt19kO
Makina Health Clinic,xLa0Rexc3wx
Makina Health Promotion,Hidtefj8z6U
Makowe Community Health Workers Self H.Group,xALOk976Otw
Makueni Conservation Farmers CBO,CWyO1z6b1LI
Makueni County,QIqjSwZnm2Z
"Makunga Women Education, Advocacy & Empowerment Program",KLjLtLs322a
Makunguru Mwangaza S.H.G,mM57boCmC91
Makutano Poverty Alleviation  Cbo,YItqYoYHzLB
Makuyu Jamia Misque Cbo,alE8n637ihB
Makwa Ini Cbo,XLo81619UQs
Makyeki Post Test Club,DhRdjKGeDeh
Malaba Cbo,dwuVfU4qPlo
Malaba Hiv/Aids Support Group,pM0mg6V4q6i
Malaba Imani Yetu Youth Group,DEaU3MnLdiH
Malaba Smart Ladies Women Group,QUUUz4zKKPz
Malaba Supper Star Women Group,IMUyebqE9yG
Malaika Community,yJz8Xk5F3NR
Malaika Women Group,P4aDLBIKzR7
Malakisi Cic,CiDHPd6r1ai
Malakisi Support Group,Hj7stxSztQF
Malanga Mariwa Support Group,DkxnFStEpEG
Malanga Orphans Children Centre,xw4ekkVweIt
Malaria,desk4AS96DF
Malariae,pkqS7u6pfzj
Malava Physically Handicapped,guddwYZqoZn
Male,FuhsC4lsmD6
Male  > 60 years,dsqZwOd45K5
Male & Friendly,rfgbudFcko2
Male 6-59 Months,B9fI7QMzeF0
Male Ophthalmic,W622H7YdlGT
Male d,bqhA8LUUL0v
Male&Youth Friendly,ysWBGda4QeI
Malezi Bora,VxmNu8lc46X
Malezi Bora Sg,jZCND36eQUO
Maliera Widows/Orphan Development And Support Group,XPJ6WUkcQBx
Malignant,cOv92wNPvhl
Maliki Cbo,sSkD7kr8L7e
Malola Self Help Group,Gf7KzBehEje
Malombe Women Group,XNmXFJoLMDk
Malte Health CBO,dAza30I16ja
Malu Support Group,KW7294Jecpj
Malunga Zone Combined Support Group,WoY1sbPUtVJ
Mama AndaliS W.G,Y8SiHO34GTY
Mama Fatuma Goodwill Children Home,s08Uhra8HDJ
Mama Fatuma Goodwill Childrens Home,EI3xRNSMCCo
Mama Land Community Unit,TexHwXmQo1y
Mamasafi  Cbo,x3JELWHWx15
Mamba Arts,jP3f5TN0jQM
Mamba Arts production,RuAdtn888ny
Mambaris Women Group,Zet4jLyfvZt
Mambo Leo Self Help Group,xjd93LX3ZVV
Mamboleo Peers Empowerment Group (MPEG),bUMGN5PnCIG
Mamboleo peers empowerment group,JVR45009kB0
Mamboleo women group,Ei9TebnHjCJ
Mamen,UVOvvmkMXaP
Mamen Ptc,ySvxVKcUkET
Mami Self Help Group,PrYN3N4qfAK
Mamuka SHG,MLHs7E0MQHP
Mamwe Cbo,hF4IpcI00hx
Manaco,gKUg2jTqTqM
Mananasi Women Group,DRyKvOZ3MXq
Mandera County,vmPRBWyMF3v
Mandera Dimtu Women Group,BA7SscrQU5p
Mandera Opaha Ushurika Support Group,ZBxrR7eNqu5
Mandera Rural Development Agency,otRIEb65kEa
Mandera Yout Enterpreneurs Association Group,gsdhTdRldbC
Manga /Raitigo Community Health DNW,aQm9bMSbkOy
Manga CU SHG,cxi2IfSytAc
Manga Community Unit Self Help Group,R8A0O3XK8xi
Manga Mercy Post Vct Women Group,k6l2EiY9vEp
Manga Raitigo Hd Network,j0314esOmqV
Mangala Communtiy Health Women Self Help Group,gs8aUIMXdO8
Mangu C.H.W.S Afya Bora S.H.G,XOUAs1Dqwep
Manguo Youth Furdeulopment,G6yzU8Z2q3E
Manoa Support Group,hxBhbfuVwbv
Manono Women Group,djNc5orbQOn
Manoroni Drr Gr,cnkuBzRDHVW
Manufacturer’s Name,GBCpriPWfcP
Manufacturer’s Name -Diluents,UjjOT9BduHR
Many Rieko Women Group,Ut09lJeK8oE
Manyala Loco,GA2OabNHbry
Manyata B Widows W.G,UuYSR9Y0dOX
Manyatta Community Health Care SHG,Bdia6GvkgYc
Manyatta Hope And Faith Cbo,d2F47L1IjfP
Manyatta Hope and Faith C.B.O.,Fltb8SLP1u8
Manyatta healt care group,YLqWVCuUViI
Manyatte Youth Group,XaOvHxBDUV0
Manyorr Support Group,AcImEPcCRl0
Manyuanda Sub county Hospital,XhtEmYRpjny
Manyuanda Women Group,Kl9clNOglW9
Manyulia Artisians youth group,jniHQyIna5p
Maoi Community Int. Development,nvWdznfGttH
Maolo Disable Self Help Group,kyiBtbiDBGv
Maombi Community Unit,J1kW687C71F
Maombi Women Group,sh4axEAvUlk
Mapambano Women Group,vYPbAi9tP6h
Mapavu Self Hep Group,Ss73bIcuwHg
Mapendo Orphans And Vulnerable Cbo,evESFXUGZx0
Maprycks Theater Youth Group,oX28vqnQJCD
Maprycks theater youth group,njtOvd0lKsh
Maraba Health Group,pgyeQPbPC70
Marafa Birth Attendants,k86nFVWVgOJ
Marafa Community Development Group,d0gEKCuXkrQ
Marafa Community Development Programme,Gz44kZXgZNf
Marafa Support Group,oSia1H87b5d
Marafiki Community International,HRhXiFSLOCz
Maraga Women Group,ZiNwFmpFvJE
Maragua Ridge CHW,f8aF3TCZyOJ
Maranga W. Group,IVyxckigFPh
Marani District Community Based Organization,tAsxp6txa6K
Maranza Frontier SHG,vC8YzErHdx2
Marara Women Group,BhaI2NBLups
Marathi OVC SHG,VCOlxaUU3XY
Marathi Ovc,EiawFgz3ON8
Mardadi Women Group,c85Noe213Y7
Marejeo Christian Community,AB1KYhR5gNv
Marenyo Afya Na Maendeleo Group,DzNq4qZpRi3
Marenyo Jambo Youth Group,NHI0SCmUQUn
Marereni Chw,FP2h5z0v5Sm
Marereni Michezo SHG,OSuclByek4u
Marginalized Yes Cbo,h5RqeUcgssL
Marhaba Youth Group,u736Qq3v7Tv
Maria-Ini Mwireri Cbo,F0Y0ihGyEn1
Maria-Ini Ushindi Cbo,ifhWf2pCcsc
Mariakani Juaka;I Association,fmrzIrgjZ8u
Mariakani Juakali Artisan Sacco,DxsxKywqQa9
Mariakani Magnet Theatre,MDU779luOjc
Maridiano Health Group,PhEYDSYG46l
Maridiano Self Help Group,XXVxTviPoHy
Marifide Cbo,L2XAys3Lv7E
Marigathe Intends Support Group,ECyGNmBIIit
Mariguini Chw Unit,PlUcj5Mt4WB
Marikebuni Upendo Support Group,WRukEGwDoFV
Marimanti Joy,K8lTjeMBIVH
Maringo Mbotela Joint Women Group,uoZHHPldrAu
Mariny Disables Self Helb Group,RbGzUN7pEP5
Mariru  Cbo,cBBVK1NmfB3
Market places,TRpXb65dJOX
Markets,qAnxz3h2uql
Marmar HIV/Aids Awareness Group,be6d871hhkI
Marmar Hiv/Aids Awareness Group,XmtkOCV7X53
Maronget Women Group,goMogIJzS23
Married,sEz04ilN9qB
Marsabit County,r8DadNkh1fJ
Marumi Water Cbo,s8voiOwJSPC
Marungu Community Unit,mzgJ3EZphKk
Marwa Shg,ALqDYdMnq7u
Marwa Youth group,fwxu4g8VrYJ
Mary Immaculate Dispensary Kagio,XWI4HRtZvfo
Mary Magdalene Young Mothers,EeP4AIA7OaM
Mary Magdalene Young Mothers Group,J73fOCILhvg
Masaba Youth Dev. Group,uknkwQ8cYIp
Masafa Arts Youth Group,LKkxr6HFf7O
Masalani Al-Hilal,AR4R7PWhrvh
Masalio,T6j2291AlQN
Masasa Widows Group,XczGpzeGJSI
Masaschi Single And Widows Group,EPCYd9KCPUb
Masat East Community Health Workers,YzhNprD7RPo
Maseno Mission Hospital,uBp35jwWHo1
Maseno Orphans Chilren Support G,dTvNpCcnbYm
Mashallah Youth Group,w9KPIdSDDGJ
Mashambani Cummunity Service Centre,ogwX7CApu1r
Mashangwa Muungano S.H.G.,OWlV31BqzrJ
Masimba Faith Group,C6YfcsVn0yl
Masimba Kipa Shg,rYJajhWsKqV
Masimba Mercy Support Group,AeLY8soKTYi
Maslah Cbo,MsIG6u5Bl1j
Mastered Seed Director Youth Group,bb1bKA9henC
Masu Fish Rearing Shg,CCp7ILhWdIy
Masukanioni Rehabilitation SHG,hL5E3pNic7s
Masumbuko Women Group,xR8zv2D4kmY
Mata CU,TzoyQ8tfsEd
Matangamano Self-Help Group,HWAHOzanAHn
Matangï¿½A Women Group,KDFtBHbK9Se
Matanyok Parkishon Youth Group,eBmEb19wYRF
Matar-Mat Umoja Self Help Group,EGke2IDi7bz
Matata Hospial,aRtKlgJdH48
Matei Maaka karaba SHG,fksIuRKwlK4
Matende CHBC,QyCw2Y3tkvA
Matende RTD Helpage Group,hFNB9mKbHXB
Matenybek Self Help Group,iBGtpKMXg9H
Maternity,UUx4AMRPcIq
Matete  Namarambi  Muslim  Self Help Group,GMZ5LnTZScp
Mathaga Dairy Farmers Cbo,Q17DuJRSfAW
Mathakwa Community Health Workers,Irsa490Tbqm
Mathare 4A Unit,Tq75bkSvmYD
Mathare Disables,T2qrmzrKS8R
Mathare North Organization,gavGDhEXdjM
Mathare Pmctc,QZFiqypjZJx
Mathare Women Empowerment Group,wbLUZ1E8a14
Mathare Youth Sports Association,hMN40U1xSXp
Mathare Youth Sports Association (Mysa),ICqNB5DqYvQ
Mathatha Anjiro Kwihote WSHG,KZwuV5hmF1x
Mathengeta Community Cbo,em8qSOZsMT3
Mathira West Persons with Disabilities,BftBNfErvdo
Mathithia Yakiao Cbo,HF0lraiOEpN
Matibabu Foundation,Uts8bzR1UF8
Maticho Muungano,BVnaISjfhlA
Matieka Shg,jpsxKngfgUY
Matimu Kariru,B6K8CNh6A0O
Matiraini Kolping Cbo,J5JADtEtOs3
Matis progressive SHG,L9jN22Phj65
Matoke Women Group,lICLKN6vtm9
Matong'ola Youth Group,eYiuaFBJVln
Matongo Cbo,YmDK67b5tq2
Matongo Widows And Widowers (Cbo),Wx2k8JOr9Ng
Matonyok Men Group,tXk2lJxaW9W
Matrix 2 Women Group,AI3YcvJ41vH
Matsangoni Health Support Group,GRsHxQyQ90w
Matumaini,p6akrOJy9sK
Matumaini Youth Group,yq6qdoN3UlT
Matumainiao Bwana,q7ExoPtzBTu
Matunda CU,yrUedcm8DTg
Matunda Jua,SSDUXYmsoOI
Matunda Muungano Shg,WGrkwoEUXKH
Matunda Self Help Group,usJ9Q4hVmdo
Matunda shg,LEHDcP08EIN
Matundu Women Group,ERojH1F4N7g
Matungu Intergrated Dev-organization,vxazM2yalnE
Matungu Organization of People living and fighting HIV,MvDmXlzTgqn
Matunwa Post Test Youth Group,rjanR9bkmMY
Matuu Vision Orphans Centre ,LF2gkAC1XY7
Matwins support group,GhRL8z5elLc
Mau Narok Youngster Youth Group,fyDxUsEkqBk
Mau Narok youngster youth group,CiD29dqzcud
Maua talanta group ,lVfQDM4z0rh
Maundu Ni Meri Yuoth Group,vBnI9m65V2s
Maungu Friends United,NByttFuKQqx
Mautuma Care ï¿½ Suppoport For Hiv/Aids Orphans Plwhas Group,NCoE4MuQUZk
Mavata Maaka Wango SHG,WI4daX2Y0Ll
Mavoko Light for the Youth Group,wlXMw6O1Xz6
Mavuno Kariru,xiOiOQ1PoFI
Mavuno Plwas Anti-Sitigm Sita,bfFIxN1XiM5
Mavuno Self Help Group,cpdLhu5dkvY
Mavuno Youth Group,YoNJDswATR0
Mavuno farmers SHG,YTcYJltVfZY
Mawaidtha Professional Counseling And Training Institute,UJrfIuauTe3
Mawanya Self Help Group,lYACsmyHFlC
Mawasiliano Women Group,xb9BKQ949YH
Mawe Tatu Salaams Club,rsfvcEH5sXW
Mawigo Development shg,e9Uiz61JuPc
Mawingu Mikondori Group,vHFNgdSRGhu
Mawingu Self  Help Group,lrco9ol1Jpm
Mawono Self Help Group,dxKt4lusneb
Mawono Self Hep Group,qlFXjxB8hh4
Maxdais Education Centre,O1C2w8CjHIi
Mayekwe Nyowasi Shg,praaEUigvVs
Mayenya Community Based Organization.,k2NlsE9xMnJ
Mayenya Upendo HIV/AIDS Support Group.,ZvKp5Rm6UXV
Mayenya Upendo Hiv/Aids Support Group.,pHbltI0gwA6
Mayienda Widows,nfUkTOv9bSN
Mazeras Community Unit,JR49t4LS4Pe
Mazeras Intergrated Youth Club,C89ihMuOJq7
Mazingira Shg,oL3fydQ7MrK
Mbako Oromo Israel Church  Group,P6VKslm3NgK
Mbara Tree Nursery Women Group,dFjyheaVLAr
Mbaraki shg,yrFGW0BV0pl
Mbeere Traditional Dancers- Embu County,RMnO8KAfJpq
Mbese Youth Group,RrcZaqOZjZS
Mbeu Njithi Cbo,L2cOKI8U8CF
Mbilini CHU,OPV1UgHythc
Mbilini Community Health Unit SHG,LF9gRx6mOUM
Mbita Town Youth Group (Cbo),MtV9NIa37PM
Mboghoni  CBO,MOl7iQNGWqA
Mboghoni Community Unit,lsgCK2kMFcI
Mbone Ngwone SA Group,RqLz8Xo2tMo
Mbone ngwone S.A group,a51c42VGtr0
Mboone CHWs volunteers,Af61IHu5fBs
Mbotela Community Health Strategy Unit,ASkWv5JzHkl
Mbotela Community Health Strategy Unity,duGnxLxp8jn
Mbugua Community Health Workers Cbo,Znr2eGteoGR
Mbuinjeru Mwendi Thayu Self Helf Group,NX1AvQcufcM
Mbundawi S/H Group,NOwZKA8T5Ix
Mbuta Dispensary,t7zN6DQdlAt
Mbuti Kanja W/G,qpGrngbxrhf
Mbuuwani Community Friendly Centre,NXtI0Nj7N43
Mbuvori N. Kagumori,je0iEnGe6Hr
Mbuwani C.U,hlHekXV8Fsr
Mbuwani Community Friendly Centre,G3n4bYcAc6C
Mbuwani Cu Self Help Group,oyKWdV2rp9t
Mbuyu Kiwete,H4rfMVZfE8x
Mbuyu Kiwete Bamako,TXkQgbFYuz1
Mbuyu Muungano Community,cnOdeyp2OUm
Mck Kiamiriru Plhiv Hcbc,de8QcQSW7VT
Mck Self Help Group,W5oZEix1J68
Mea Kabubungi women group,sE7wH8QsFlu
Meap(Maendeleo Endelezi Action Program),T5DPFJxuY6H
Meaper Women Shg,AAEELgxn3PE
Medecins Sans Frontieres Belgium,uU8fZsErhqa
Medecins Sans Frontiers - France,SHR1cj9zdM2
Medical,f4dnlKW6OpR
Medical Attendant,GLf32YJxp8m
Medicines with 6 months to Expiry.,son5JZA1yFR
Medina Women Group,PEr8rhv1rpC
MedmB3:G24anas,CJT01DHPQKR
Meeting Point Support Group,ASOyyvmArxQ
Mega Moon Cbo,Kebex7R9UiT
Mega Youth Group,Goi5vDTgaA8
Meinauru Shg,edysuhqCsTJ
Meka,R1JXqhNbLkm
Mekenene Shg,BRfl8PhT60y
Meleka Women Group,ZukknuP7nsW
Melkisha,WKK2ksZgejg
Melwa Community Ophans,d8vSC4C7Iu0
Memegro Cbo,cfzKgjRv1Wt
Memita Self Help Group Barsaloi,KmSzJccCCKf
Men Against Aids Youth Group,LcLO0NYuDf5
Men For Postive Living Support Group,TyjnH2Dd8m2
Men With Aids Support And Action Association Of Kenya,lfrrbCCHrqL
Men and Traditions against Aids ,qZeZpD3BV5B
Menda Makooka PLHIV SHG,VBszuamczs9
Menda Mooke ,Bg480fnBiMc
Mendeleo Ya Wanawake,O2kSiEJ9umI
Mendene Women Group,TIh9xNv8ECb
Menengai Community Health Worker SHG,htK2BxwBupi
Menengai Community Health Worker Shg,XTjzG7Pfl8l
Menerut Shg,ToRtApWqBoY
Mennonite Board In Eastern Africa,l2rkR0F3Dj0
Menpillar Support Group,WE2Jzg65z3c
Mental Health,oNDJXM1peUD
Mentors For Change,RUAQq609z9t
Menya Buyakha,lGUHJWxLmTU
Menza Mwenye Cu,kN9Bt36vf9y
Merciful Cbo,bcqItdesxm7
Mercilin Afya Services,glSnDEl1byl
Mercy Drops Women Group,weKmsehSuAP
Mercy Ministries Orphanage,LrDiw04qPUO
Mercy Shg,TKtqwf7mTYM
Meridian Cbo,ger4La5stFY
Merigi Tach Asis,szisxQySggt
Merigi Vision Group,q9GJXjZnobA
Merigo Women Group,BV8mGoQS8TE
Meropenem,rc4DMHc1mDc
Meru Beacon Of Hope,xdeiVswf2Oi
Meru County,bGHclB2oTa9
Meru Paraleagal CBO,PwypNdF8z1S
Meru Paralegal Cbo,XJgYnR5HWcT
Meru Youth Art Programme,AELbfWwE2sV
Mesaria Empowerment And Rural Dev.,IGpbB5E5vBK
Mesaria Widows Women Group,TPyxyJu3mkA
Metaburo Patient Support Hiv/Aids Group,gUKkB9Bl4XA
Meteitei Support Group,ynKWpRbKxH6
Mewo SHG,D6T3KxGC1y0
Meya Organization,IBRWfRXhSDI
Meyo Youth Group,bGhJVjGO2xs
Mfariji,MQrgzlHfxAy
Mfariji Wa Wagonjwa Makima Center Support Group,t90fxjokdjH
Mhuruma ,CF86ZTevm3u
Miathathia Anjiru Kwihota Cbo,T05hF6bF6dm
Miathene Uchamba Shg,SX0Z0USJdrN
Michatha Self Help Group,IqpwrnGrqBC
Michelle Poverty Shg,eHrOPa1gYDU
Michewa Dev. Support Group,BAH6NmSFimG
Miciimikuru Vision widows and orphans group,SJ0T10v98rm
Microscopy,Q9gxWf6mhHo
Mid-Hill Nursing Home &Maternity.,Uxhcl5dSmTj
Middle Age  Self Help,mUgH3V78Cpo
Midekre H.B.C Support Group,QhUGQp93Qsq
Midnimo Youth Organization,tY01gBj6Osa
Midrar Support Self Help Group,oRSRmzZ1Gy6
Midwife,L4gyehgs6rQ
Miendo PLHIV Support Group,BMV6DnkaXO3
Migamba Shg,AFnWIpIHR1A
Migima Community Health Workers Cbo,MUDgacJidJ1
Migingo Women Support Group,W3nwA05mVte
Migori  Disabled,ckFfy29GJKQ
Migori County,PuQG7VuuE4T
Migori Posta Taxi Driver Sgh,jBRPZqeXdZe
Migori Town Public Health Staff Shg,ZY8nKBGNZIc
Migosi Sub county Hospital,QdSAZYfcSC8
Miguneni Cdc,ATOWygWfehz
Mihefa Self Help Group,YCcGfckJZ6B
Miiri organic Farmers SHG,mxt11kRyYOt
Mikae Women Group,oK8wJlwjsjN
Mikenya Cbo,iRvKKlhig0W
Mikeu Victory Community Cbo,RjzKF1VNiNa
Mikima Manyatta W.G,Z1O1CFhzQvh
Mikindani Men Support Group,HawhEqxE8rA
Mikinduri Youth Plwas,q9VrXk3GLLH
Mikokwe SHG,fb2RsXbizRQ
Mikuine Cbo,dvM6U920KkX
Mikwatile Self Help Group,fIkGmeG7FfA
Milalani,zAfFwhh0EhR
Mild,sQj07SmQFL1
Milevo SHG Karaba,GoV43vLQcXg
Milgonet Glorius Dramatist-,TEip4aiE78x
Milgonet glorius dramatist-,VRxqUpOwsWq
Milimani Plwha Cbo,jIYLUTxfzGb
Milimo Cbhc,yvcccMoaZFc
Millennium Community Health W Group,JK2byQYy7tI
Millennium Youth Association,Wb6gmBcVGMr
Millinium Group,ZGwm7D5ccr6
Milo Support Group,zxzfCdAazkX
Miluki Mulembe Women Group,pRHdtUqTqGG
Minn Maxy,L4LIo2RenZ6
Minocycline,zAlu2bajUef
Minto Children's Home,F1B1j0sS32o
Minyenya Comm. Unit S.H.G,h3YR9OLtOS9
Miobo Women Group,VGq1lOO97Bs
Miomponi Children Center,uWMBwe8Sf65
Mirangi-Ini Youth In Leadership,yT3Ig8qnI6s
Mirango Anti Hivaids Youth Group,pyKrEcX9jMV
Mireco CBO,Uk6U5ILrD4L
Mirichu-Kiratina,JAnCvDFjOYF
Miriki Community Health Group ,YJ5TjQbcNVr
Miritini Amua Women Support Group,hWdH1ACQDE6
Miriu Integrated Project,s41grAeY1ff
Mishomoroni Bamako Initiative,q6BbOUxQmnk
Misieg Shg,rfJb2wPb6S5
Misikhama Eyeoya,TQ4dsODiBa6
Misikhu Disabled shg,PRQVvNhYgW9
Misikhu Farmers and traders youth group,A8IloLHSnPl
Misikhu Jitahidi shg,nAmGmzqpVSI
Misikhu Mbanacho W.G,XVECkxc4OBM
Misimakeni Support (Self-Help) Group,N22lzTq8HhI
Misita Youth Group,kWTvS91SplY
Miskafa Community Unit,lYIBEMttJJq
Miskafa Health Unit,vX0PouAx0id
Miss Dyms Initiative,TzXXQZE1zCo
Missing,nvqwByMYwHP
Mission For Africa Children�S Home,bduN3FEpiqX
Mission for Africa Childrenâ€™s Home,No8hXGGCnhi
Mission(FBO),VJXMbXQ6aMh
Missions Of Hope International,u3gnzO0cJps
Misuuni Support Group,QSnX1RWrGjH
Misyani support group,NVBZtaxAJwx
Mitahato Cbo,U9BbLg6mr17
Mitahato Gituamba Cbo,iyPDK5HSBeh
Mitamboni Youth Mobile Theatre Self Help Group,cGK4wXC4Ff5
Mitelem Hiv Control Group,Db9gqXCmTeJ
Mitelem hiv control group,Lq08p129WYh
Mitoto Young Farmers Group,DWSE32fhHdM
Mitoto Young Farmers Group ,jNc7lxngIUX
Mitune Windows Shg,PU5pnn3vST3
Mitunguu Wapendwa Hiv/Aids Pss,Ci7dQFwC0Rk
Mituure Maendeleo,Gw8GtbWtBMd
Mixday E.C,K3eVK77mq0E
Mizani Youth,J9LgMuHFcag
Mjanaheri Star Youth Group,qaTBUJ8Irgk
Mjini Community Unit,BffnPKpXbQ9
Mjini Maendeleo Horticultural Cbo,rD1d2lQ5yTw
Mkendakola,mUOO0JLZuuA
Mkilo Self Help Group,gUJpYlIOqYp
Mkilo Support Help Group,YK6zoOaFrnz
Mkk&Prosun (Bomu Medical Centre),v6W5zu3Yoy9
Mkomani Clinic Society,FrF0MMC4JWr
Mkombozi Cbo,iITfy9WxRSD
Mkono Wa Upendo Centre,L8v1WVJOP16
Mkumato Cbo,iYviD7DKGOO
Mkungi Wisdon Group,XAx8rG0tDQD
Mkwaa,ALIYNJXEers
Mkwajuni Support Group,e3oMWPiffYU
Mlaleo Epic Youth Group,nqwztPNVnic
Mobile Women Group,TAQQu4srQ5O
Mobile/Outreaches,oeuZS6PuVx3
Mobobo Central Youth Group,b9qfkjmYdTl
Mochung Disable Shg,VdBvM1ogjoN
Mocoweso,DpeVFuN1cQq
Mocs Community Development Bureau,UIAw0teaTJY
Modambogo Chws,D22NDukQpjV
Modambogo Willing Group,lWpS8pBN610
Model Women Group,yweNuxDvRp5
Moderate,irLlMutFRCM
Moderately Undernourished ,JABdtg1cDnP
Modern 8 Welfare Group,JUNphbEMx0z
Moderna,ALvcNYJzZcs
Modogashe Electronic Youth Group,R1CtaewTilF
Modogashe Ice Cream Organization,pl9EePI57et
Modogashe Rural Self Help Group,MFOORjVoZFf
Modogashe Taksoy Self Help Group,i6MgNGpsY31
Modu Health Management Centre,jIqnJ18jnw0
Mogia Youth Group,yJR81w7L4Ne
Mogoko Komosoko Women Group,gIRs3eMW81f
Mogoma Y.G,lMphOzfj21v
Mogombet Women Group,E3CGwhZBthf
Mogondo Networking Hiv/Aids Support Group,m1LLUTG7d86
Mogotio Health Partners ,Pvjtsmng7g3
Moheto Cbo,p6nuStq51qT
Moi Junior Support Group,lOnp4gWMo1P
Moi Mwangaza Support Group,lsRD7lyHtzG
Moi University,JK9MbhQM133
Moi'S Bridge Community Welfare Association,TJlxue6gQg1
Moiben Malaria Central Group,kOCdIMQX8R7
Moigechi Behaviour Change councelling and care,AmYnoXlhQ5h
Moisbridge Mission Health Centre,UzhKqAkCbe4
Moitu W.G,ppzn1egyhXK
Mojovi Christian Self Help Group.,f5FJQSN7dEB
Mokema Youth Group,IOnKBgnAu3q
Mokomoni W.G.,Qj2rX1vWs1Q
Molo Post Test S.H.G,WOFAYNpOeHv
Molo Youth Emerging For Change Network,f8JHQ0fjMKE
Mombasa County,D6hAeo6Ir5t
Mombasa West Peer Youth Group,QNYq0RVJzXx
Monarech Ainabkoi Y.G,hShufIVE6j2
Moneke Women Group,iT1THThUQFq
Monga W.G,VWtu3EcDCLw
Monire W.G.,gAWIQudngFu
Mooch Development Group,FSZm073EpYQ
Moonlight Support Group,tF09iwRZUbL
Moral Right Shg,hnxSQsYN7ox
Morderna,gqX2yvLY1It
More than 50000,zFvORteq58o
Morike Self Help Group,BwpDJEjp8b4
Morning Star Women Group,Oy1l0dDuIHC
Morning Stargesure Central Y/G,ntwGa1G6u15
Moror Bei Mosogosiek Women Group,iMnKpZJUAE7
Mororkong Self Help Group,vXTxyEj4nF6
Moruvue Shg,AvlugSiKbie
Moseta S.H.G,RKLdDZNJnNV
Mosocho Division shg,sJHOOLKNU9z
Mosocho Vision Youth Group,yoEBMLV2Qrk
Mosocho Visionery  Caring  Trackers,f6KSap2OQRn
Mosotik Support Group,OBZAubSWccz
Mosquito Control,AH4JJ9w6s8o
Most At Risk Young Mothers & Teenagers,VolHgQpiLvh
Most times (often),Yw8WPfW6c3k
Motabe shg,EU9TXU8M9p9
Motemomwamu Youth Group,zOTHR44ylFx
Mother And Child Cbhc,RP5CPaoPLAJ
Mother Francisca  Mission Health Centre,pjFEUgkLCn0
Mother Francisca Martanity Health Care,yFWTNhlFXlp
Mother of hope women group,iAyNilfERYJ
Motherland youth Development,b9svGVh1sFd
Mothers Delight Moments,cRhYGP9RnQ5
Mothers Of Mercy,fLXZasCSbIQ
Mothers Union Narumoru Parish,De5qoCg0LQs
